# name|return_type|param_name:type,param_name:type
JetGetSecondaryIndexBookmark|INT|sesid:JET_SESID,tableid:JET_TABLEID,pvSecondaryKey:void*,cbSecondaryKeyMax:UINT,pcbSecondaryKeyActual:UINT*,pvPrimaryBookmark:void*,cbPrimaryBookmarkMax:UINT,pcbPrimaryBookmarkActual:UINT*,grbit:UINT
JetGetSessionParameter|INT|sesid:JET_SESID,sesparamid:UINT,pvParam:void*,cbParamMax:UINT,pcbParamActual:UINT*
JetGetSystemParameterA|INT|instance:JET_INSTANCE,sesid:JET_SESID,paramid:UINT,plParam:JET_API_PTR*,szParam:CHAR*,cbMax:UINT
JetGetSystemParameterW|INT|instance:JET_INSTANCE,sesid:JET_SESID,paramid:UINT,plParam:JET_API_PTR*,szParam:USHORT*,cbMax:UINT
JetGetTableColumnInfoA|INT|sesid:JET_SESID,tableid:JET_TABLEID,szColumnName:CHAR*,pvResult:void*,cbMax:UINT,InfoLevel:UINT
JetGetTableColumnInfoW|INT|sesid:JET_SESID,tableid:JET_TABLEID,szColumnName:USHORT*,pvResult:void*,cbMax:UINT,InfoLevel:UINT
JetGetTableIndexInfoA|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:CHAR*,pvResult:void*,cbResult:UINT,InfoLevel:UINT
JetGetTableIndexInfoW|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:USHORT*,pvResult:void*,cbResult:UINT,InfoLevel:UINT
JetGetTableInfoA|INT|sesid:JET_SESID,tableid:JET_TABLEID,pvResult:void*,cbMax:UINT,InfoLevel:UINT
JetGetTableInfoW|INT|sesid:JET_SESID,tableid:JET_TABLEID,pvResult:void*,cbMax:UINT,InfoLevel:UINT
JetGetThreadStats|INT|pvResult:void*,cbMax:UINT
JetGetTruncateLogInfoInstanceA|INT|instance:JET_INSTANCE,szzLogs:CHAR*,cbMax:UINT,pcbActual:UINT*
JetGetTruncateLogInfoInstanceW|INT|instance:JET_INSTANCE,wszzLogs:USHORT*,cbMax:UINT,pcbActual:UINT*
JetGetVersion|INT|sesid:JET_SESID,pwVersion:UINT*
JetGotoBookmark|INT|sesid:JET_SESID,tableid:JET_TABLEID,pvBookmark:void*,cbBookmark:UINT
JetGotoPosition|INT|sesid:JET_SESID,tableid:JET_TABLEID,precpos:JET_RECPOS*
JetGotoSecondaryIndexBookmark|INT|sesid:JET_SESID,tableid:JET_TABLEID,pvSecondaryKey:void*,cbSecondaryKey:UINT,pvPrimaryBookmark:void*,cbPrimaryBookmark:UINT,grbit:UINT
JetGrowDatabase|INT|sesid:JET_SESID,dbid:UINT,cpg:UINT,pcpgReal:UINT*
JetIdle|INT|sesid:JET_SESID,grbit:UINT
JetIndexRecordCount|INT|sesid:JET_SESID,tableid:JET_TABLEID,pcrec:UINT*,crecMax:UINT
JetInit|INT|pinstance:JET_INSTANCE*
JetInit2|INT|pinstance:JET_INSTANCE*,grbit:UINT
JetInit3A|INT|pinstance:JET_INSTANCE*,prstInfo:JET_RSTINFO_A*,grbit:UINT
JetInit3W|INT|pinstance:JET_INSTANCE*,prstInfo:JET_RSTINFO_W*,grbit:UINT
JetIntersectIndexes|INT|sesid:JET_SESID,rgindexrange:JET_INDEXRANGE*,cindexrange:UINT,precordlist:JET_RECORDLIST*,grbit:UINT
JetMakeKey|INT|sesid:JET_SESID,tableid:JET_TABLEID,pvData:void*,cbData:UINT,grbit:UINT
JetMove|INT|sesid:JET_SESID,tableid:JET_TABLEID,cRow:INT,grbit:UINT
JetOSSnapshotAbort|INT|snapId:JET_OSSNAPID,grbit:UINT
JetOSSnapshotEnd|INT|snapId:JET_OSSNAPID,grbit:UINT
JetOSSnapshotFreezeA|INT|snapId:JET_OSSNAPID,pcInstanceInfo:UINT*,paInstanceInfo:JET_INSTANCE_INFO_A**,grbit:UINT
JetOSSnapshotFreezeW|INT|snapId:JET_OSSNAPID,pcInstanceInfo:UINT*,paInstanceInfo:JET_INSTANCE_INFO_W**,grbit:UINT
JetOSSnapshotGetFreezeInfoA|INT|snapId:JET_OSSNAPID,pcInstanceInfo:UINT*,paInstanceInfo:JET_INSTANCE_INFO_A**,grbit:UINT
JetOSSnapshotGetFreezeInfoW|INT|snapId:JET_OSSNAPID,pcInstanceInfo:UINT*,paInstanceInfo:JET_INSTANCE_INFO_W**,grbit:UINT
JetOSSnapshotPrepare|INT|psnapId:JET_OSSNAPID*,grbit:UINT
JetOSSnapshotPrepareInstance|INT|snapId:JET_OSSNAPID,instance:JET_INSTANCE,grbit:UINT
JetOSSnapshotThaw|INT|snapId:JET_OSSNAPID,grbit:UINT
JetOSSnapshotTruncateLog|INT|snapId:JET_OSSNAPID,grbit:UINT
JetOSSnapshotTruncateLogInstance|INT|snapId:JET_OSSNAPID,instance:JET_INSTANCE,grbit:UINT
JetOpenDatabaseA|INT|sesid:JET_SESID,szFilename:CHAR*,szConnect:CHAR*,pdbid:UINT*,grbit:UINT
JetOpenDatabaseW|INT|sesid:JET_SESID,szFilename:USHORT*,szConnect:USHORT*,pdbid:UINT*,grbit:UINT
JetOpenFileA|INT|szFileName:CHAR*,phfFile:JET_HANDLE*,pulFileSizeLow:UINT*,pulFileSizeHigh:UINT*
JetOpenFileInstanceA|INT|instance:JET_INSTANCE,szFileName:CHAR*,phfFile:JET_HANDLE*,pulFileSizeLow:UINT*,pulFileSizeHigh:UINT*
JetOpenFileInstanceW|INT|instance:JET_INSTANCE,szFileName:USHORT*,phfFile:JET_HANDLE*,pulFileSizeLow:UINT*,pulFileSizeHigh:UINT*
JetOpenFileW|INT|szFileName:USHORT*,phfFile:JET_HANDLE*,pulFileSizeLow:UINT*,pulFileSizeHigh:UINT*
JetOpenTableA|INT|sesid:JET_SESID,dbid:UINT,szTableName:CHAR*,pvParameters:void*,cbParameters:UINT,grbit:UINT,ptableid:JET_TABLEID*
JetOpenTableW|INT|sesid:JET_SESID,dbid:UINT,szTableName:USHORT*,pvParameters:void*,cbParameters:UINT,grbit:UINT,ptableid:JET_TABLEID*
JetOpenTempTable|INT|sesid:JET_SESID,prgcolumndef:JET_COLUMNDEF*,ccolumn:UINT,grbit:UINT,ptableid:JET_TABLEID*,prgcolumnid:UINT*
JetOpenTempTable2|INT|sesid:JET_SESID,prgcolumndef:JET_COLUMNDEF*,ccolumn:UINT,lcid:UINT,grbit:UINT,ptableid:JET_TABLEID*,prgcolumnid:UINT*
JetOpenTempTable3|INT|sesid:JET_SESID,prgcolumndef:JET_COLUMNDEF*,ccolumn:UINT,pidxunicode:JET_UNICODEINDEX*,grbit:UINT,ptableid:JET_TABLEID*,prgcolumnid:UINT*
JetOpenTemporaryTable|INT|sesid:JET_SESID,popentemporarytable:JET_OPENTEMPORARYTABLE*
JetOpenTemporaryTable2|INT|sesid:JET_SESID,popentemporarytable:JET_OPENTEMPORARYTABLE2*
JetPrepareUpdate|INT|sesid:JET_SESID,tableid:JET_TABLEID,prep:UINT
JetPrereadIndexRanges|INT|sesid:JET_SESID,tableid:JET_TABLEID,rgIndexRanges:JET_INDEX_RANGE*,cIndexRanges:UINT,pcRangesPreread:UINT*,rgcolumnidPreread:UINT*,ccolumnidPreread:UINT,grbit:UINT
JetPrereadKeys|INT|sesid:JET_SESID,tableid:JET_TABLEID,rgpvKeys:void**,rgcbKeys:UINT*,ckeys:INT,pckeysPreread:INT*,grbit:UINT
JetReadFile|INT|hfFile:JET_HANDLE,pv:void*,cb:UINT,pcbActual:UINT*
JetReadFileInstance|INT|instance:JET_INSTANCE,hfFile:JET_HANDLE,pv:void*,cb:UINT,pcbActual:UINT*
JetRegisterCallback|INT|sesid:JET_SESID,tableid:JET_TABLEID,cbtyp:UINT,pCallback:JET_CALLBACK,pvContext:void*,phCallbackId:JET_HANDLE*
JetRenameColumnA|INT|sesid:JET_SESID,tableid:JET_TABLEID,szName:CHAR*,szNameNew:CHAR*,grbit:UINT
JetRenameColumnW|INT|sesid:JET_SESID,tableid:JET_TABLEID,szName:USHORT*,szNameNew:USHORT*,grbit:UINT
JetRenameTableA|INT|sesid:JET_SESID,dbid:UINT,szName:CHAR*,szNameNew:CHAR*
JetRenameTableW|INT|sesid:JET_SESID,dbid:UINT,szName:USHORT*,szNameNew:USHORT*
JetResetSessionContext|INT|sesid:JET_SESID
JetResetTableSequential|INT|sesid:JET_SESID,tableid:JET_TABLEID,grbit:UINT
JetResizeDatabase|INT|sesid:JET_SESID,dbid:UINT,cpgTarget:UINT,pcpgActual:UINT*,grbit:UINT
JetRestore2A|INT|sz:CHAR*,szDest:CHAR*,pfn:JET_PFNSTATUS
JetRestore2W|INT|sz:USHORT*,szDest:USHORT*,pfn:JET_PFNSTATUS
JetRestoreA|INT|szSource:CHAR*,pfn:JET_PFNSTATUS
JetRestoreInstanceA|INT|instance:JET_INSTANCE,sz:CHAR*,szDest:CHAR*,pfn:JET_PFNSTATUS
JetRestoreInstanceW|INT|instance:JET_INSTANCE,sz:USHORT*,szDest:USHORT*,pfn:JET_PFNSTATUS
JetRestoreW|INT|szSource:USHORT*,pfn:JET_PFNSTATUS
JetRetrieveColumn|INT|sesid:JET_SESID,tableid:JET_TABLEID,columnid:UINT,pvData:void*,cbData:UINT,pcbActual:UINT*,grbit:UINT,pretinfo:JET_RETINFO*
JetRetrieveColumns|INT|sesid:JET_SESID,tableid:JET_TABLEID,pretrievecolumn:JET_RETRIEVECOLUMN*,cretrievecolumn:UINT
JetRetrieveKey|INT|sesid:JET_SESID,tableid:JET_TABLEID,pvKey:void*,cbMax:UINT,pcbActual:UINT*,grbit:UINT
JetRollback|INT|sesid:JET_SESID,grbit:UINT
JetSeek|INT|sesid:JET_SESID,tableid:JET_TABLEID,grbit:UINT
JetSetColumn|INT|sesid:JET_SESID,tableid:JET_TABLEID,columnid:UINT,pvData:void*,cbData:UINT,grbit:UINT,psetinfo:JET_SETINFO*
JetSetColumnDefaultValueA|INT|sesid:JET_SESID,dbid:UINT,szTableName:CHAR*,szColumnName:CHAR*,pvData:void*,cbData:UINT,grbit:UINT
JetSetColumnDefaultValueW|INT|sesid:JET_SESID,dbid:UINT,szTableName:USHORT*,szColumnName:USHORT*,pvData:void*,cbData:UINT,grbit:UINT
JetSetColumns|INT|sesid:JET_SESID,tableid:JET_TABLEID,psetcolumn:JET_SETCOLUMN*,csetcolumn:UINT
JetSetCurrentIndex2A|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:CHAR*,grbit:UINT
JetSetCurrentIndex2W|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:USHORT*,grbit:UINT
JetSetCurrentIndex3A|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:CHAR*,grbit:UINT,itagSequence:UINT
JetSetCurrentIndex3W|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:USHORT*,grbit:UINT,itagSequence:UINT
JetSetCurrentIndex4A|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:CHAR*,pindexid:JET_INDEXID*,grbit:UINT,itagSequence:UINT
JetSetCurrentIndex4W|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:USHORT*,pindexid:JET_INDEXID*,grbit:UINT,itagSequence:UINT
JetSetCurrentIndexA|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:CHAR*
JetSetCurrentIndexW|INT|sesid:JET_SESID,tableid:JET_TABLEID,szIndexName:USHORT*
JetSetCursorFilter|INT|sesid:JET_SESID,tableid:JET_TABLEID,rgColumnFilters:JET_INDEX_COLUMN*,cColumnFilters:UINT,grbit:UINT
JetSetDatabaseSizeA|INT|sesid:JET_SESID,szDatabaseName:CHAR*,cpg:UINT,pcpgReal:UINT*
JetSetDatabaseSizeW|INT|sesid:JET_SESID,szDatabaseName:USHORT*,cpg:UINT,pcpgReal:UINT*
JetSetIndexRange|INT|sesid:JET_SESID,tableidSrc:JET_TABLEID,grbit:UINT
JetSetLS|INT|sesid:JET_SESID,tableid:JET_TABLEID,ls:JET_LS,grbit:UINT
JetSetSessionContext|INT|sesid:JET_SESID,ulContext:JET_API_PTR
JetSetSessionParameter|INT|sesid:JET_SESID,sesparamid:UINT,pvParam:void*,cbParam:UINT
JetSetSystemParameterA|INT|pinstance:JET_INSTANCE*,sesid:JET_SESID,paramid:UINT,lParam:JET_API_PTR,szParam:CHAR*
JetSetSystemParameterW|INT|pinstance:JET_INSTANCE*,sesid:JET_SESID,paramid:UINT,lParam:JET_API_PTR,szParam:USHORT*
JetSetTableSequential|INT|sesid:JET_SESID,tableid:JET_TABLEID,grbit:UINT
JetStopBackup|INT|
JetStopBackupInstance|INT|instance:JET_INSTANCE
JetStopService|INT|
JetStopServiceInstance|INT|instance:JET_INSTANCE
JetStopServiceInstance2|INT|instance:JET_INSTANCE,grbit:UINT
JetTerm|INT|instance:JET_INSTANCE
JetTerm2|INT|instance:JET_INSTANCE,grbit:UINT
JetTruncateLog|INT|
JetTruncateLogInstance|INT|instance:JET_INSTANCE
JetUnregisterCallback|INT|sesid:JET_SESID,tableid:JET_TABLEID,cbtyp:UINT,hCallbackId:JET_HANDLE
JetUpdate|INT|sesid:JET_SESID,tableid:JET_TABLEID,pvBookmark:void*,cbBookmark:UINT,pcbActual:UINT*
JetUpdate2|INT|sesid:JET_SESID,tableid:JET_TABLEID,pvBookmark:void*,cbBookmark:UINT,pcbActual:UINT*,grbit:UINT
JsAddRef|JsErrorCode|ref:void*,count:UINT*
JsBoolToBoolean|JsErrorCode|value:BYTE,booleanValue:void**
JsBooleanToBool|JsErrorCode|value:void*,boolValue:BOOL*
JsCallFunction|JsErrorCode|function:void*,arguments:void**,argumentCount:USHORT,result:void**
JsCollectGarbage|JsErrorCode|runtime:void*
JsConstructObject|JsErrorCode|function:void*,arguments:void**,argumentCount:USHORT,result:void**
JsConvertValueToBoolean|JsErrorCode|value:void*,booleanValue:void**
JsConvertValueToNumber|JsErrorCode|value:void*,numberValue:void**
JsConvertValueToObject|JsErrorCode|value:void*,object:void**
JsConvertValueToString|JsErrorCode|value:void*,stringValue:void**
JsCreateArray|JsErrorCode|length:UINT,result:void**
JsCreateContext|JsErrorCode|runtime:void*,debugApplication:IDebugApplication32,newContext:void**
JsCreateError|JsErrorCode|message:void*,error:void**
JsCreateExternalObject|JsErrorCode|data:void*,finalizeCallback:JsFinalizeCallback,object:void**
JsCreateFunction|JsErrorCode|nativeFunction:JsNativeFunction,callbackState:void*,function:void**
JsCreateObject|JsErrorCode|object:void**
JsCreateRangeError|JsErrorCode|message:void*,error:void**
JsCreateReferenceError|JsErrorCode|message:void*,error:void**
JsCreateRuntime|JsErrorCode|attributes:JsRuntimeAttributes,runtimeVersion:JsRuntimeVersion,threadService:JsThreadServiceCallback,runtime:void**
JsCreateSyntaxError|JsErrorCode|message:void*,error:void**
JsCreateTypeError|JsErrorCode|message:void*,error:void**
JsCreateURIError|JsErrorCode|message:void*,error:void**
JsDefineProperty|JsErrorCode|object:void*,propertyId:void*,propertyDescriptor:void*,result:BOOL*
JsDeleteIndexedProperty|JsErrorCode|object:void*,index:void*
JsDeleteProperty|JsErrorCode|object:void*,propertyId:void*,useStrictRules:BYTE,result:void**
JsDisableRuntimeExecution|JsErrorCode|runtime:void*
JsDisposeRuntime|JsErrorCode|runtime:void*
JsDoubleToNumber|JsErrorCode|doubleValue:double,value:void**
JsEnableRuntimeExecution|JsErrorCode|runtime:void*
JsEnumerateHeap|JsErrorCode|enumerator:IActiveScriptProfilerHeapEnum*
JsEquals|JsErrorCode|object1:void*,object2:void*,result:BOOL*
JsGetAndClearException|JsErrorCode|exception:void**
JsGetCurrentContext|JsErrorCode|currentContext:void**
JsGetExtensionAllowed|JsErrorCode|object:void*,value:BOOL*
JsGetExternalData|JsErrorCode|object:void*,externalData:void**
JsGetFalseValue|JsErrorCode|falseValue:void**
JsGetGlobalObject|JsErrorCode|globalObject:void**
JsGetIndexedProperty|JsErrorCode|object:void*,index:void*,result:void**
JsGetNullValue|JsErrorCode|nullValue:void**
JsGetOwnPropertyDescriptor|JsErrorCode|object:void*,propertyId:void*,propertyDescriptor:void**
JsGetOwnPropertyNames|JsErrorCode|object:void*,propertyNames:void**
JsGetProperty|JsErrorCode|object:void*,propertyId:void*,value:void**
JsGetPropertyIdFromName|JsErrorCode|name:PWSTR,propertyId:void**
JsGetPropertyNameFromId|JsErrorCode|propertyId:void*,name:USHORT**
JsGetPrototype|JsErrorCode|object:void*,prototypeObject:void**
JsGetRuntime|JsErrorCode|context:void*,runtime:void**
JsGetRuntimeMemoryLimit|JsErrorCode|runtime:void*,memoryLimit:UINT_PTR*
JsGetRuntimeMemoryUsage|JsErrorCode|runtime:void*,memoryUsage:UINT_PTR*
JsGetStringLength|JsErrorCode|stringValue:void*,length:INT*
JsGetTrueValue|JsErrorCode|trueValue:void**
JsGetUndefinedValue|JsErrorCode|undefinedValue:void**
JsGetValueType|JsErrorCode|value:void*,type:JsValueType*
JsHasException|JsErrorCode|hasException:BOOL*
JsHasExternalData|JsErrorCode|object:void*,value:BOOL*
JsHasIndexedProperty|JsErrorCode|object:void*,index:void*,result:BOOL*
JsHasProperty|JsErrorCode|object:void*,propertyId:void*,hasProperty:BOOL*
JsIdle|JsErrorCode|nextIdleTick:UINT*
JsIntToNumber|JsErrorCode|intValue:INT,value:void**
JsIsEnumeratingHeap|JsErrorCode|isEnumeratingHeap:BOOL*
JsIsRuntimeExecutionDisabled|JsErrorCode|runtime:void*,isDisabled:BOOL*
JsNumberToDouble|JsErrorCode|value:void*,doubleValue:double*
JsParseScript|JsErrorCode|script:PWSTR,sourceContext:UINT_PTR,sourceUrl:PWSTR,result:void**
JsParseSerializedScript|JsErrorCode|script:PWSTR,buffer:BYTE*,sourceContext:UINT_PTR,sourceUrl:PWSTR,result:void**
JsPointerToString|JsErrorCode|stringValue:PWSTR,stringLength:UINT_PTR,value:void**
JsPreventExtension|JsErrorCode|object:void*
JsRelease|JsErrorCode|ref:void*,count:UINT*
JsRunScript|JsErrorCode|script:PWSTR,sourceContext:UINT_PTR,sourceUrl:PWSTR,result:void**
JsRunSerializedScript|JsErrorCode|script:PWSTR,buffer:BYTE*,sourceContext:UINT_PTR,sourceUrl:PWSTR,result:void**
JsSerializeScript|JsErrorCode|script:PWSTR,buffer:BYTE*,bufferSize:UINT*
JsSetCurrentContext|JsErrorCode|context:void*
JsSetException|JsErrorCode|exception:void*
JsSetExternalData|JsErrorCode|object:void*,externalData:void*
JsSetIndexedProperty|JsErrorCode|object:void*,index:void*,value:void*
JsSetProperty|JsErrorCode|object:void*,propertyId:void*,value:void*,useStrictRules:BYTE
JsSetPrototype|JsErrorCode|object:void*,prototypeObject:void*
JsSetRuntimeBeforeCollectCallback|JsErrorCode|runtime:void*,callbackState:void*,beforeCollectCallback:JsBeforeCollectCallback
JsSetRuntimeMemoryAllocationCallback|JsErrorCode|runtime:void*,callbackState:void*,allocationCallback:JsMemoryAllocationCallback
JsSetRuntimeMemoryLimit|JsErrorCode|runtime:void*,memoryLimit:UINT_PTR
JsStartDebugging|JsErrorCode|debugApplication:IDebugApplication32
JsStartProfiling|JsErrorCode|callback:IActiveScriptProfilerCallback,eventMask:PROFILER_EVENT_MASK,context:UINT
JsStopProfiling|JsErrorCode|reason:HRESULT
JsStrictEquals|JsErrorCode|object1:void*,object2:void*,result:BOOL*
JsStringToPointer|JsErrorCode|value:void*,stringValue:USHORT**,stringLength:UINT_PTR*
JsValueToVariant|JsErrorCode|object:void*,variant:VARIANT*
JsVariantToValue|JsErrorCode|variant:VARIANT*,value:void**
K32EmptyWorkingSet|BOOL|hProcess:HANDLE
K32EnumDeviceDrivers|BOOL|lpImageBase:void**,cb:UINT,lpcbNeeded:UINT*
K32EnumPageFilesA|BOOL|pCallBackRoutine:PENUM_PAGE_FILE_CALLBACKA,pContext:void*
K32EnumPageFilesW|BOOL|pCallBackRoutine:PENUM_PAGE_FILE_CALLBACKW,pContext:void*
K32EnumProcessModules|BOOL|hProcess:HANDLE,lphModule:HMODULE*,cb:UINT,lpcbNeeded:UINT*
K32EnumProcessModulesEx|BOOL|hProcess:HANDLE,lphModule:HMODULE*,cb:UINT,lpcbNeeded:UINT*,dwFilterFlag:UINT
K32EnumProcesses|BOOL|lpidProcess:UINT*,cb:UINT,lpcbNeeded:UINT*
K32GetDeviceDriverBaseNameA|UINT|ImageBase:void*,lpFilename:PSTR,nSize:UINT
K32GetDeviceDriverBaseNameW|UINT|ImageBase:void*,lpBaseName:PWSTR,nSize:UINT
K32GetDeviceDriverFileNameA|UINT|ImageBase:void*,lpFilename:PSTR,nSize:UINT
K32GetDeviceDriverFileNameW|UINT|ImageBase:void*,lpFilename:PWSTR,nSize:UINT
K32GetMappedFileNameA|UINT|hProcess:HANDLE,lpv:void*,lpFilename:PSTR,nSize:UINT
K32GetMappedFileNameW|UINT|hProcess:HANDLE,lpv:void*,lpFilename:PWSTR,nSize:UINT
K32GetModuleBaseNameA|UINT|hProcess:HANDLE,hModule:HMODULE,lpBaseName:PSTR,nSize:UINT
K32GetModuleBaseNameW|UINT|hProcess:HANDLE,hModule:HMODULE,lpBaseName:PWSTR,nSize:UINT
K32GetModuleFileNameExA|UINT|hProcess:HANDLE,hModule:HMODULE,lpFilename:PSTR,nSize:UINT
K32GetModuleFileNameExW|UINT|hProcess:HANDLE,hModule:HMODULE,lpFilename:PWSTR,nSize:UINT
K32GetModuleInformation|BOOL|hProcess:HANDLE,hModule:HMODULE,lpmodinfo:MODULEINFO*,cb:UINT
K32GetPerformanceInfo|BOOL|pPerformanceInformation:PERFORMANCE_INFORMATION*,cb:UINT
K32GetProcessImageFileNameA|UINT|hProcess:HANDLE,lpImageFileName:PSTR,nSize:UINT
K32GetProcessImageFileNameW|UINT|hProcess:HANDLE,lpImageFileName:PWSTR,nSize:UINT
K32GetProcessMemoryInfo|BOOL|Process:HANDLE,ppsmemCounters:PROCESS_MEMORY_COUNTERS*,cb:UINT
K32GetWsChanges|BOOL|hProcess:HANDLE,lpWatchInfo:PSAPI_WS_WATCH_INFORMATION*,cb:UINT
K32GetWsChangesEx|BOOL|hProcess:HANDLE,lpWatchInfoEx:PSAPI_WS_WATCH_INFORMATION_EX*,cb:UINT*
K32InitializeProcessForWsWatch|BOOL|hProcess:HANDLE
K32QueryWorkingSet|BOOL|hProcess:HANDLE,pv:void*,cb:UINT
K32QueryWorkingSetEx|BOOL|hProcess:HANDLE,pv:void*,cb:UINT
KeyCredentialManagerFreeInformation|void|keyCredentialManagerInfo:KeyCredentialManagerInfo*
KeyCredentialManagerGetInformation|HRESULT|keyCredentialManagerInfo:KeyCredentialManagerInfo**
KeyCredentialManagerGetOperationErrorStates|HRESULT|keyCredentialManagerOperationType:KeyCredentialManagerOperationType,isReady:BOOL*,keyCredentialManagerOperationErrorStates:KeyCredentialManagerOperationErrorStates*
KeyCredentialManagerShowUIOperation|HRESULT|hWndOwner:HWND,keyCredentialManagerOperationType:KeyCredentialManagerOperationType
KillTimer|BOOL|hWnd:HWND,uIDEvent:UINT_PTR
KsCreateAllocator|UINT|ConnectionHandle:HANDLE,AllocatorFraming:KSALLOCATOR_FRAMING*,AllocatorHandle:HANDLE*
KsCreateAllocator2|HRESULT|ConnectionHandle:HANDLE,AllocatorFraming:KSALLOCATOR_FRAMING*,AllocatorHandle:HANDLE*
KsCreateClock|UINT|ConnectionHandle:HANDLE,ClockCreate:KSCLOCK_CREATE*,ClockHandle:HANDLE*
KsCreateClock2|HRESULT|ConnectionHandle:HANDLE,ClockCreate:KSCLOCK_CREATE*,ClockHandle:HANDLE*
KsCreatePin|UINT|FilterHandle:HANDLE,Connect:KSPIN_CONNECT*,DesiredAccess:UINT,ConnectionHandle:HANDLE*
KsCreatePin2|HRESULT|FilterHandle:HANDLE,Connect:KSPIN_CONNECT*,DesiredAccess:UINT,ConnectionHandle:HANDLE*
KsCreateTopologyNode|UINT|ParentHandle:HANDLE,NodeCreate:KSNODE_CREATE*,DesiredAccess:UINT,NodeHandle:HANDLE*
KsCreateTopologyNode2|HRESULT|ParentHandle:HANDLE,NodeCreate:KSNODE_CREATE*,DesiredAccess:UINT,NodeHandle:HANDLE*
KsGetMediaType|HRESULT|Position:INT,AmMediaType:AM_MEDIA_TYPE*,FilterHandle:HANDLE,PinFactoryId:UINT
KsGetMediaTypeCount|HRESULT|FilterHandle:HANDLE,PinFactoryId:UINT,MediaTypeCount:UINT*
KsGetMultiplePinFactoryItems|HRESULT|FilterHandle:HANDLE,PinFactoryId:UINT,PropertyId:UINT,Items:void**
KsOpenDefaultDevice|HRESULT|Category:Guid*,Access:UINT,DeviceHandle:HANDLE*
KsResolveRequiredAttributes|HRESULT|DataRange:KSDATAFORMAT*,Attributes:KSMULTIPLE_ITEM*
KsSynchronousDeviceControl|HRESULT|Handle:HANDLE,IoControl:UINT,InBuffer:void*,InLength:UINT,OutBuffer:void*,OutLength:UINT,BytesReturned:UINT*
LBItemFromPt|INT|hLB:HWND,pt:POINT,bAutoScroll:BOOL
LCIDToLocaleName|INT|Locale:UINT,lpName:PWSTR,cchName:INT,dwFlags:UINT
LCMapStringA|INT|Locale:UINT,dwMapFlags:UINT,lpSrcStr:PSTR,cchSrc:INT,lpDestStr:PSTR,cchDest:INT
LCMapStringEx|INT|lpLocaleName:PWSTR,dwMapFlags:UINT,lpSrcStr:PWSTR,cchSrc:INT,lpDestStr:PWSTR,cchDest:INT,lpVersionInformation:NLSVERSIONINFO*,lpReserved:void*,sortHandle:LPARAM
LCMapStringW|INT|Locale:UINT,dwMapFlags:UINT,lpSrcStr:PWSTR,cchSrc:INT,lpDestStr:PWSTR,cchDest:INT
LHashValOfNameSys|UINT|syskind:SYSKIND,lcid:UINT,szName:PWSTR
LHashValOfNameSysA|UINT|syskind:SYSKIND,lcid:UINT,szName:PSTR
LPSAFEARRAY_UserFree|void|param0:UINT*,param1:SAFEARRAY**
LPSAFEARRAY_UserFree64|void|param0:UINT*,param1:SAFEARRAY**
LPSAFEARRAY_UserMarshal|BYTE*|param0:UINT*,param1:BYTE*,param2:SAFEARRAY**
LPSAFEARRAY_UserMarshal64|BYTE*|param0:UINT*,param1:BYTE*,param2:SAFEARRAY**
LPSAFEARRAY_UserSize|UINT|param0:UINT*,param1:UINT,param2:SAFEARRAY**
LPSAFEARRAY_UserSize64|UINT|param0:UINT*,param1:UINT,param2:SAFEARRAY**
LPSAFEARRAY_UserUnmarshal|BYTE*|param0:UINT*,param1:BYTE*,param2:SAFEARRAY**
LPSAFEARRAY_UserUnmarshal64|BYTE*|param0:UINT*,param1:BYTE*,param2:SAFEARRAY**
LPropCompareProp|INT|lpSPropValueA:SPropValue*,lpSPropValueB:SPropValue*
LPtoDP|BOOL|hdc:HDC,lppt:POINT*,c:INT
LZClose|void|hFile:INT
LZCopy|INT|hfSource:INT,hfDest:INT
LZDone|void|
LZInit|INT|hfSource:INT
LZOpenFileA|INT|lpFileName:PSTR,lpReOpenBuf:OFSTRUCT*,wStyle:LZOPENFILE_STYLE
LZOpenFileW|INT|lpFileName:PWSTR,lpReOpenBuf:OFSTRUCT*,wStyle:LZOPENFILE_STYLE
LZRead|INT|hFile:INT,lpBuffer:PSTR,cbRead:INT
LZSeek|INT|hFile:INT,lOffset:INT,iOrigin:INT
LZStart|INT|
LaunchINFSectionExW|HRESULT|hwnd:HWND,hInstance:HINSTANCE,pszParms:PWSTR,nShow:INT
LaunchINFSectionW|INT|hwndOwner:HWND,hInstance:HINSTANCE,pszParams:PWSTR,nShow:INT
LdapGetLastError|UINT|
LdapMapErrorToWin32|WIN32_ERROR|LdapError:UINT
LdapUTF8ToUnicode|INT|lpSrcStr:PSTR,cchSrc:INT,lpDestStr:PWSTR,cchDest:INT
